IL,OL,RPS,test_name,TTFT,Prefill,L_TTFT,L_P95_TTFT,L_P98_TTFT,ITL,E2E,PPS,GPS,Run,MaxRun,Kvcache,MaxKvcache,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,phi,rho,T_prefill,N_concurrent,kv_high,kv_ceiling,kv_saturated,g_dITL_dRPS,h_drho_dRPS,g_acceleration,cond1_service_degradation,h_acceleration,cond2_prefill_interference,cond3_queueing,cond4_kv_saturation,prefill_saturated,is_saturated,sqrt_OL,rho_ratio,regime
5000.0,10.0,5.0,5-8K_10,0.302005336,0.236898561,0.324231776,0.754493038,0.978903441,0.05138993,0.7620945,26103.54921,48.78359649,3.05,12.33333333,0.039538771,0.159865529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4829646586403211,5.876741532825594,0.250615406,3.8104725,False,False,False,0.0,0.0,,False,,False,True,False,False,False,3.1622776601683795,1.8583888463838054,scheduler-limited
5500.0,10.0,5.0,5-8K_10,0.412883328,0.31704957,0.440095359,1.091969045,1.319072692,0.078400525,1.119145938,29167.9043,49.70894737,4.180952381,20.66666667,0.059611856,0.294724593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.427472504807844,5.266333713964288,0.334482803,5.59572969,False,False,False,0.0,0.0,0.0,False,0.0,False,True,False,False,False,3.1622776601683795,1.6653609454660838,scheduler-limited
6000.0,10.0,5.0,5-8K_10,0.753110643,0.555130951,0.773643969,2.039463671,2.689845888,0.170155558,2.281861788,33006.10079,51.44929825,9.427777778,37.0,0.146574433,0.575174554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3410445211551654,4.426012596073999,0.5829550849999999,11.40930894,False,False,False,0.0,0.0,0.0,False,0.0,False,True,False,False,False,3.1622776601683795,1.399628075618866,scheduler-limited
6500.0,10.0,5.0,5-8K_10,1.098484733,0.787103491,1.147711321,2.9183731,3.384777784,0.286933993,3.60974775,34898.975,49.80666667,15.36507937,48.33333333,0.258582388,0.813938454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2580411655861214,3.8283534185508654,0.81155074,18.04873875,False,False,False,0.0,0.0,0.0,False,0.0,False,True,False,False,False,3.1622776601683795,1.2106316490712645,scheduler-limited
7000.0,10.0,5.0,5-8K_10,1.245380201,0.87879017,1.269556697,2.918248634,3.341811318,0.324751866,4.133633804,36078.7186,47.6272807,17.6484127,47.66666667,0.31967041,0.864184122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2728591385522632,3.8348669596251064,0.920628335,20.668169019999997,False,False,False,0.0,0.0,0.0,False,0.0,False,True,False,False,False,3.1622776601683795,1.2126914116140308,scheduler-limited
7500.0,10.0,5.0,5-8K_10,5.871812218,1.867486338,6.107108979,11.02267558,11.9281359,0.852272579,13.17614058,38722.41405,47.3665873,42.03246753,51.0,0.81132717,0.979751746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5460007636829063,6.889594201059001,5.0195396389999996,65.8807029,True,True,True,0.0,0.0,0.0,False,0.0,False,True,True,False,True,3.1622776601683795,2.1786809829634493,prefill-limited
8000.0,10.0,5.0,5-8K_10,11.13008282,1.91575207,11.55531633,21.05775489,21.63946031,0.855842959,18.44993343,38351.60527,44.0004329,38.82081686,47.33333333,0.803987833,0.980993018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1557615490063293,13.004819053491799,10.274239861,92.24966715000001,True,True,True,0.0,0.0,0.0,False,0.0,False,True,True,False,True,3.1622776601683795,4.11248487673892,prefill-limited
